id,question,sparql_gold,assigned_error_type,sparql_wrong,error_types,raw_json
q108,Which U.S. states are in the same time zone as Utah?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> ; <http://dbpedia.org/property/timezone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) },semantic,SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> ; <http://dbpedia.org/property/timeZone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) }},['semantic'],"{
  ""id"": ""q108"",
  ""question"": ""Which U.S. states are in the same time zone as Utah?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> ; <http://dbpedia.org/property/timeZone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> ; <http://dbpedia.org/property/timezone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) }}"",
  ""error_types"": [""semantic""]
}"
q109,Give me all books written by Danielle Steel.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Book> ; <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Danielle_Steel> },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Danielle_Steel> },['semantic'],"{
  ""id"": ""q109"",
  ""question"": ""Give me all books written by Danielle Steel."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Danielle_Steel> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Book> ; <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Danielle_Steel> }}"",
  ""error_types"": [""semantic""]
}"
q110,Which country has the most official languages?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/property/officialLanguages> ?language . } ORDER BY DESC(COUNT(?language)) OFFSET 0 LIMIT 1,semantic,SELECT DISTINCT ?uri WHERE { { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> . ?uri <http://dbpedia.org/property/officialLanguages> ?language . } } ORDER BY DESC(COUNT(?language)) OFFSET 0 LIMIT 1,['semantic'],"{
  ""id"": ""q110"",
  ""question"": ""Which country has the most official languages?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> . ?uri <http://dbpedia.org/property/officialLanguages> ?language . } } ORDER BY DESC(COUNT(?language)) OFFSET 0 LIMIT 1"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/property/officialLanguages> ?language . }} ORDER BY DESC(COUNT(?language)) OFFSET 0 LIMIT 1"",
  ""error_types"": [""semantic""]
}"
q111,What is the total amount of men and women serving in the FDNY?,SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/New_York_City_Fire_Department> <http://dbpedia.org/property/employees> ?num },semantic,SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/New_York_City_Fire_Department> <http://dbpedia.org/property/employee> ?num },['semantic'],"{
  ""id"": ""q111"",
  ""question"": ""What is the total amount of men and women serving in the FDNY?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/New_York_City_Fire_Department> <http://dbpedia.org/property/employee> ?num }"",
  ""sparql_gold"": ""SELECT DISTINCT ?num WHERE {{ <http://dbpedia.org/resource/New_York_City_Fire_Department> <http://dbpedia.org/property/employees> ?num }}"",
  ""error_types"": [""semantic""]
}"
q112,Which actor played Chewbacca?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chewbacca> <http://dbpedia.org/ontology/portrayer> ?uri },semantic,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chewbacca> <http://dbpedia.org/ontology/director> ?uri },['semantic'],"{
  ""id"": ""q112"",
  ""question"": ""Which actor played Chewbacca?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chewbacca> <http://dbpedia.org/ontology/director> ?uri }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Chewbacca> <http://dbpedia.org/ontology/portrayer> ?uri }}"",
  ""error_types"": [""semantic""]
}"
q113,Give me all libraries established earlier than 1400.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Library> ; <http://dbpedia.org/property/established> ?year FILTER ( ?year < 1400 ) },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/property/established> ?year FILTER ( ?year < 1400 ) },['semantic'],"{
  ""id"": ""q113"",
  ""question"": ""Give me all libraries established earlier than 1400."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/property/established> ?year FILTER ( ?year < 1400 ) }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Library> ; <http://dbpedia.org/property/established> ?year FILTER ( ?year < 1400 ) }}"",
  ""error_types"": [""semantic""]
}"
q114,Which programming languages were influenced by Perl?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> { ?uri <http://dbpedia.org/ontology/influencedBy> <http://dbpedia.org/resource/Perl> } UNION { <http://dbpedia.org/resource/Perl> <http://dbpedia.org/ontology/influenced> ?uri } },semantic,,['semantic'],
q115,In which U.S. state is Mount McKinley located?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_McKinley> dbo:wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type yago:WikicatStatesOfTheUnitedStates },semantic,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_McKinley> dbo:wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type dbo:Country },['semantic'],"{
  ""id"": ""q115"",
  ""question"": ""In which U.S. state is Mount McKinley located?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_McKinley> dbo:wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type dbo:Country }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Mount_McKinley> dbo:wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type yago:WikicatStatesOfTheUnitedStates }}"",
  ""error_types"": [""semantic""]
}"
q116,What airlines are part of the SkyTeam alliance?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Airline> { ?uri <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/SkyTeam> } UNION { ?uri <http://dbpedia.org/ontology/Alliance> <http://dbpedia.org/resource/SkyTeam> } },semantic,SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Airport> {{ ?uri <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/SkyTeam> }} UNION {{ ?uri <http://dbpedia.org/ontology/Alliance> <http://dbpedia.org/resource/SkyTeam> }} }},['semantic'],"{
  ""id"": ""q116"",
  ""question"": ""What airlines are part of the SkyTeam alliance?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Airport> {{ ?uri <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/SkyTeam> }} UNION {{ ?uri <http://dbpedia.org/ontology/Alliance> <http://dbpedia.org/resource/SkyTeam> }} }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Airline> {{ ?uri <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/SkyTeam> }} UNION {{ ?uri <http://dbpedia.org/ontology/Alliance> <http://dbpedia.org/resource/SkyTeam> }} }}"",
  ""error_types"": [""semantic""]
}"
q117,Which ships were called after Benjamin Franklin?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/shipNamesake> <http://dbpedia.org/resource/Benjamin_Franklin> },structural,SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/property/shipNamesake> ?uri }},['structural'],"{
  ""id"": ""q117"",
  ""question"": ""Which ships were called after Benjamin Franklin?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/property/shipNamesake> ?uri }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/shipNamesake> <http://dbpedia.org/resource/Benjamin_Franklin> }}"",
  ""error_types"": [""structural""]
}"
q118,Give me all Methodist politicians.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Politician> ; <http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/Methodism> },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Politician> ; <http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/Lutheranism> },['semantic'],"{
  ""id"": ""q118"",
  ""question"": ""Give me all Methodist politicians."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Politician> ; <http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/Lutheranism> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Politician> ; <http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/Methodism> }}"",
  ""error_types"": [""semantic""]
}"
q119,What other books have been written by the author of The Fault in Our Stars?,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?books WHERE { ?books dbo:author <http://dbpedia.org/resource/John_Green_(author)> },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?books WHERE { ?books dbo:director <http://dbpedia.org/resource/John_Green_(author)> },['semantic'],"{
  ""id"": ""q119"",
  ""question"": ""What other books have been written by the author of The Fault in Our Stars?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?books WHERE { ?books dbo:director <http://dbpedia.org/resource/John_Green_(author)> }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?books WHERE {{ ?books dbo:author <http://dbpedia.org/resource/John_Green_(author)> }}"",
  ""error_types"": [""semantic""]
}"
q120,What is the highest mountain?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> ; <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 0 LIMIT 1,semantic,SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/River> ; <http://dbpedia.org/ontology/elevation> ?elevation } } ORDER BY DESC(?elevation) OFFSET 0 LIMIT 1,['semantic'],"{
  ""id"": ""q120"",
  ""question"": ""What is the highest mountain?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/River> ; <http://dbpedia.org/ontology/elevation> ?elevation } } ORDER BY DESC(?elevation) OFFSET 0 LIMIT 1"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Mountain> ; <http://dbpedia.org/ontology/elevation> ?elevation }} ORDER BY DESC(?elevation) OFFSET 0 LIMIT 1"",
  ""error_types"": [""semantic""]
}"
q121,Which poet wrote the most books?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Poet> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> . } ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1,syntax,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Poet> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> .  ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1,['syntax'],"{
  ""id"": ""q121"",
  ""question"": ""Which poet wrote the most books?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Poet> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> .  ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Poet> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> . }} ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1"",
  ""error_types"": [""syntax""]
}"
q122,Which programming languages influenced Javascript?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> ; <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/JavaScript> },semantic,SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/JavaScript> }},['semantic'],"{
  ""id"": ""q122"",
  ""question"": ""Which programming languages influenced Javascript?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/JavaScript> }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> ; <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/JavaScript> }}"",
  ""error_types"": [""semantic""]
}"
q123,Which musician wrote the most books?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Musician> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> . } ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1,semantic,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Writer> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> . } ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1,['semantic'],"{
  ""id"": ""q123"",
  ""question"": ""Which musician wrote the most books?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Writer> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> . } ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Musician> . ?x <http://dbpedia.org/ontology/author> ?uri . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> . }} ORDER BY DESC(COUNT(?x)) OFFSET 0 LIMIT 1"",
  ""error_types"": [""semantic""]
}"
q124,Which films starring Clint Eastwood did he direct himself?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Clint_Eastwood> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Clint_Eastwood> },semantic,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Clint_Eastwood> ; <http://dbpedia.org/ontology/writer> <http://dbpedia.org/resource/Clint_Eastwood> },['semantic'],"{
  ""id"": ""q124"",
  ""question"": ""Which films starring Clint Eastwood did he direct himself?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Clint_Eastwood> ; <http://dbpedia.org/ontology/writer> <http://dbpedia.org/resource/Clint_Eastwood> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Clint_Eastwood> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Clint_Eastwood> }}"",
  ""error_types"": [""semantic""]
}"
q125,Which software has been developed by organizations founded in California?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Software> . ?company a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/developer> ?company . ?company <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Software> . ?company a <http://dbpedia.org/ontology/Place> . ?uri <http://dbpedia.org/ontology/developer> ?company . ?company <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> },['semantic'],"{
  ""id"": ""q125"",
  ""question"": ""Which software has been developed by organizations founded in California?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Software> . ?company a <http://dbpedia.org/ontology/Place> . ?uri <http://dbpedia.org/ontology/developer> ?company . ?company <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Software> . ?company a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/developer> ?company . ?company <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> }"",
  ""error_types"": [""semantic""]
}"
q126,Which instruments does Cat Stevens play?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cat_Stevens> <http://dbpedia.org/ontology/instrument> ?uri },semantic,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cat_Stevens> <http://dbpedia.org/ontology/genre> ?uri },['semantic'],"{
  ""id"": ""q126"",
  ""question"": ""Which instruments does Cat Stevens play?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cat_Stevens> <http://dbpedia.org/ontology/genre> ?uri }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cat_Stevens> <http://dbpedia.org/ontology/instrument> ?uri }"",
  ""error_types"": [""semantic""]
}"
q127,How many airlines are members of the Star Alliance?,SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Airline> ; <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/Star_Alliance> },semantic,SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE {{ ?uri a <http://dbpedia.org/ontology/Airport> ; <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/Star_Alliance> }},['semantic'],"{
  ""id"": ""q127"",
  ""question"": ""How many airlines are members of the Star Alliance?"",
  ""sparql_wrong"": ""SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE {{ ?uri a <http://dbpedia.org/ontology/Airport> ; <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/Star_Alliance> }}"",
  ""sparql_gold"": ""SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE {{ ?uri a <http://dbpedia.org/ontology/Airline> ; <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/Star_Alliance> }}"",
  ""error_types"": [""semantic""]
}"
q128,Give me all actors called Baldwin.,PREFIX foaf:<http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?uri WHERE { ?uri foaf:surname 'Baldwin'@en . { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Actor> . } UNION { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . } },semantic,PREFIX foaf:<http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?uri WHERE {{ ?uri foaf:surname 'Baldwin'@en . {{ ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Painter> . }} UNION {{ ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . }} }},['semantic'],"{
  ""id"": ""q128"",
  ""question"": ""Give me all actors called Baldwin."",
  ""sparql_wrong"": ""PREFIX foaf:<http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?uri WHERE {{ ?uri foaf:surname 'Baldwin'@en . {{ ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Painter> . }} UNION {{ ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . }} }}"",
  ""sparql_gold"": ""PREFIX foaf:<http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?uri WHERE {{ ?uri foaf:surname 'Baldwin'@en . {{ ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Actor> . }} UNION {{ ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . }} }}"",
  ""error_types"": [""semantic""]
}"
